Model,accuracy_mean,accuracy_std,accuracy_cv,precision_mean,precision_std,precision_cv,recall_mean,recall_std,recall_cv,f1_score_mean,f1_score_std,f1_score_cv,roc_auc_mean,roc_auc_std,roc_auc_cv,training_time_mean,training_time_std,training_time_cv,cv_score_mean,cv_score_std,cv_score_cv
LogisticRegression,0.7979988590263689,0.002831493664743631,0.003548242748364716,0.6370180567232582,0.004528383555125806,0.007108720871146493,0.7598479087452472,0.005444553135701306,0.007165319629150537,0.693020302386751,0.003986126214012472,0.00575181737141656,0.8311633999407877,0.003278304830895224,0.0039442362730707,9.802088887691498,0.8282857675738331,0.08450094434604782,0.8304408786148126,0.0007903010800711682,0.0009516644717555352
