iteration,accuracy,precision,recall,f1_score,roc_auc,training_time,cv_score
51,0.7993788032454361,0.6401643737716634,0.7568652302492607,0.6936404994676216,0.8279862627673407,10.506275415420532,0.8308892752552234
52,0.7990618661257607,0.6392450142450142,0.7583438952260245,0.693719806763285,0.8284026741388469,9.887931108474731,0.8313098154863067
53,0.793737322515213,0.6312987934705465,0.7515842839036755,0.6862102217936356,0.8239273566756327,10.335014581680298,0.8321676426441171
54,0.800012677484787,0.6384844764076478,0.7689057879171948,0.6976521322472449,0.8350246326829687,9.880465984344482,0.829670405212484
55,0.7995055780933062,0.6413532481554796,0.752851711026616,0.6926440579146828,0.8280912216955241,10.418667316436768,0.8302711874992488
56,0.8010268762677485,0.6420302760463046,0.7615124630333756,0.6966856701130544,0.8341526691458132,10.595133543014526,0.8299331868856158
57,0.7983646044624746,0.6377505765478091,0.7594000844951415,0.6932793366117058,0.8307192696748682,10.121209144592285,0.8302698180814069
58,0.7988717038539553,0.6377758164165931,0.7632023658639628,0.6948745071641504,0.8333870610558893,10.721462965011597,0.8300932910821018
59,0.7969066937119675,0.6356382978723404,0.7572877059569075,0.691150954308849,0.8301754115924243,10.186426639556885,0.8309736098688619
60,0.7905045638945233,0.6255050061479009,0.7522179974651457,0.6830344298455931,0.8219581309050278,10.338584661483765,0.8324443118678531
61,0.7948782961460447,0.6320987654320988,0.757076468103084,0.688965782391388,0.8274912541559832,10.613890886306763,0.8313875735573797
62,0.7984279918864098,0.6365553602811951,0.7651035065483734,0.694934765924789,0.8346657942439999,11.076075553894043,0.829682039297576
63,0.795892494929006,0.6323426573426574,0.7640473172792565,0.6919839295963267,0.82888236886667,10.454504013061523,0.831430687532062
64,0.7992520283975659,0.6377703534376649,0.7661596958174905,0.6960944247193168,0.8340353998065687,10.80152153968811,0.829768880185183
65,0.7968433062880325,0.6370317261157914,0.7507393324883819,0.6892271889847764,0.8280857886625151,9.11607575416565,0.8309613940951516
66,0.7969700811359026,0.635366931918656,0.7589776087874948,0.691693136971797,0.8305473065279728,9.54688811302185,0.830622427708615
67,0.7970968559837728,0.6340269277845777,0.7659484579636671,0.6937721228355496,0.8329278836798346,9.538849115371704,0.8305480475759198
68,0.7973504056795132,0.6360417773057179,0.7589776087874948,0.692092844072041,0.8320511949343931,9.676456689834595,0.8299343466147547
69,0.7962094320486816,0.6349742313843967,0.7547528517110266,0.6897017662387801,0.8290349720508713,9.131210088729858,0.8306935761813753
70,0.7966531440162272,0.6338126972991933,0.7634136037177862,0.6926025297048677,0.8322042668133433,9.910672187805176,0.830514486991562
71,0.7992520283975659,0.6389430750133003,0.7610899873257287,0.6946881326520775,0.829353808827791,9.404814720153809,0.8306410445544214
72,0.7961460446247465,0.6341937765205092,0.7577101816645543,0.6904716073147258,0.8302880705057704,10.157750844955444,0.8307999292065326
73,0.7970968559837728,0.6355437665782493,0.7591888466413181,0.6918856482818365,0.8301840298366869,8.91878366470337,0.8307658415673078
74,0.7950050709939148,0.6329315845444877,0.7543303760033798,0.688319198149576,0.8264335344550329,9.113431215286255,0.8309330367153608
75,0.7943711967545639,0.6323268206039077,0.7520067596113224,0.6869934388267079,0.8270484237049506,9.93229603767395,0.8313551168738466
76,0.7945613590263692,0.6302564997382656,0.7629911280101395,0.6903010033444816,0.834576120503754,9.594071388244629,0.8297030466597541
77,0.7957023326572008,0.6306415355351893,0.7703844528939586,0.6935437862508319,0.8337225986701925,9.67578673362732,0.830245174814266
78,0.8015973630831643,0.6434191702432046,0.7600337980566118,0.6968816579508038,0.8303824790195014,9.817510843276978,0.830711446732887
79,0.803498985801217,0.6465733763903839,0.7613012251795521,0.6992627085758634,0.8339979520526419,9.825762510299683,0.8300522161905185
80,0.7959558823529411,0.6341895482728078,0.7562315166877904,0.6898545139223432,0.8279143898623582,9.84996485710144,0.8316232145922816
81,0.7916455375253549,0.6266409942237003,0.7562315166877904,0.6853642193931272,0.8286883770665708,9.532207012176514,0.8312469288493339
82,0.8029284989858012,0.6451151991427041,0.7629911280101395,0.699119326429885,0.8352931278177641,9.101011514663696,0.829479989870657
83,0.798618154158215,0.6386464826357969,0.7574989438107309,0.69301381776017,0.8306119194469448,10.260677814483643,0.8304333683994631
84,0.7994421906693712,0.6393821022727273,0.760667511618082,0.6947713679336291,0.8318275127567232,9.179655313491821,0.8297599337746159
85,0.7953220081135902,0.6341115665656746,0.7515842839036755,0.6878685355244079,0.8275315523392001,9.731746435165405,0.8314312127244285
86,0.797857505070994,0.636027469624934,0.7629911280101395,0.6937481993661769,0.8284579514236345,9.54994797706604,0.8312381825358335
87,0.8010268762677485,0.6404791262991016,0.7680608365019012,0.6984919796369226,0.8364356047466954,9.617595911026001,0.8294552963563498
88,0.7976673427991886,0.6361709643235606,0.7608787494719054,0.6929588303193537,0.8315680854305414,10.685688972473145,0.8305151857456424
89,0.7948782961460447,0.6316807313642757,0.7589776087874948,0.6895029744770679,0.8286986405250545,8.932820796966553,0.831524773248205
90,0.7974771805273834,0.6370436331255566,0.7555978031263202,0.6912745192772248,0.831257235594753,9.064098119735718,0.8300050944289349
91,0.794434584178499,0.6314582965967201,0.7564427545416138,0.688322921672273,0.8287055752943001,10.39591360092163,0.8303066740226637
92,0.8002662271805274,0.6407611595233861,0.7610899873257287,0.6957613208458048,0.832785314389342,10.172147989273071,0.829579524277587
93,0.8003296146044625,0.6431152873147814,0.751795521757499,0.6932216595247371,0.834678075959464,10.702743768692017,0.8292298476102614
94,0.8010268762677485,0.6423344636801713,0.7602450359104351,0.6963335590596885,0.8341798438760574,8.758402585983276,0.8288451152458233
95,0.796526369168357,0.6340605207600282,0.7613012251795521,0.6918794394317528,0.829421272176053,9.36567997932434,0.830386174240385
96,0.7965897565922921,0.6321261479812857,0.770595690747782,0.6945264159923846,0.8337148795546321,9.082706928253174,0.8298883957085369
97,0.7989984787018256,0.6370812138221364,0.7672158850866075,0.6961188308576904,0.8350202039958503,6.829937696456909,0.8294269557396113
98,0.7948149087221096,0.6315234580917237,0.7591888466413181,0.6894964028776979,0.8284396245024279,7.037483215332031,0.8311082845247851
99,0.7996957403651116,0.6400854396582414,0.7596113223489649,0.6947449768160742,0.8309332144799971,6.298295497894287,0.8301968194588722
100,0.7993788032454361,0.6391204114204646,0.7613012251795521,0.6948809409042707,0.8337135595571756,7.017035484313965,0.8301628185613779
